customer_id;buy_post
232535;1
232559;0
232950;0
233061;0
233103;0
233148;0
233199;0
233240;1
233371;1
233437;1
233439;0
233522;0
233562;0
233611;0
233767;1
233799;0
234190;1
234624;1
234652;1
234838;0
234904;1
234913;1
235063;0
235127;1
235131;1
235213;0
235927;0
235988;0
236014;1
236089;1
236141;0
236249;0
236374;0
236668;1
236774;0
236875;0
237492;0
237551;0
237665;0
237696;0
237966;1
238050;1
238194;0
238246;0
238287;1
238290;0
238712;0
238750;0
238808;0
238841;1
238865;0
238934;1
238960;0
239096;1
239423;0
239678;1
240092;1
240270;1
240490;0
240817;0
240867;0
240892;1
240912;0
240935;0
241108;1
241205;1
241246;1
241415;0
241578;0
241856;1
241925;0
242264;1
242330;1
242416;0
242496;1
242817;0
242878;0
243113;1
243226;0
243281;1
243368;1
243486;1
243541;0
243809;1
243819;0
243904;1
243932;0
244075;1
244253;0
244270;0
244296;1
244541;0
244627;1
244689;0
245023;0
245056;1
245153;0
245163;0
245233;1
245477;1
245603;0
245812;0
246113;0
246227;1
246280;1
246346;1
246581;1
246623;1
246664;1
246813;1
246816;0
246996;1
247084;1
247337;1
247488;1
247711;1
247869;1
247993;1
248142;1
248229;1
248285;0
248319;0
248469;0
248508;0
248582;0
248601;1
248632;0
248664;0
248779;0
248797;0
248964;1
249035;1
249182;0
249267;1
249362;0
249407;0
249477;0
249497;0
249563;1
249580;1
249619;1
249656;1
249732;0
249865;1
250147;0
250340;1
250404;1
250433;1
250486;1
250567;1
250615;0
250831;1
250908;0
250972;1
251097;1
251313;1
251446;1
251778;1
251783;1
251786;1
251865;0
252185;1
252399;1
252802;0
252816;1
252869;1
252975;1
252999;0
253040;0
253168;1
253510;0
253574;1
253620;1
253808;1
253889;0
254039;1
254089;0
254113;0
254195;1
254369;1
254472;0
254510;1
254589;1
254666;1
254902;0
254970;0
255063;0
255128;0
255192;1
255270;0
255278;0
255443;1
255448;0
255525;0
255580;0
255644;1
255670;1
255751;1
255890;1
255987;0
256073;0
256288;1
256323;0
256372;1
256553;0
256581;1
256634;0
256748;0
256825;1
256944;1
256985;1
257094;1
257383;1
257391;0
257495;1
257618;1
257658;1
257921;0
258001;0
258090;1
258128;0
258168;1
258203;0
258334;1
258479;1
258540;0
258581;0
258598;0
258707;1
258850;0
259025;1
259037;1
259136;0
259137;1
259447;0
259509;0
259542;0
259712;0
259770;0
259782;1
259830;1
259855;1
259903;0
259954;0
260242;0
260447;0
260469;0
260474;0
260498;0
260589;1
260753;0
260841;0
260860;1
260878;1
260955;0
261021;1
261125;1
261324;1
261364;0
261424;0
261566;1
261690;1
261813;0
261824;1
261842;1
261876;1
262218;1
262223;1
262604;1
262651;0
262696;1
262772;0
262810;1
262873;0
262991;0
263000;0
263047;0
263132;0
263160;1
263226;1
263436;1
263534;0
263772;0
263809;0
263891;1
263914;1
264099;1
264172;1
264254;1
264262;1
264286;0
264304;0
264370;0
264806;0
264938;1
265144;1
265295;1
265547;0
265604;0
265691;1
265756;0
265770;0
266216;1
266289;1
266301;1
266363;0
266377;0
266760;0
266848;1
266931;0
266988;1
267100;1
267223;0
267236;0
267238;1
267305;0
267427;1
267640;0
268006;0
268025;0
268144;0
268221;0
268226;0
268393;0
268468;0
268790;1
268891;0
269094;0
269164;1
269296;0
269407;1
269500;1
269511;1
269768;0
269893;0
270029;1
270394;0
270522;0
270633;1
270648;0
270654;0
270667;0
270856;0
271352;1
271400;1
271680;1
271734;0
271758;0
271854;1
271859;1
271887;0
272051;1
272234;0
272348;1
272381;1
272396;0
272522;1
272539;1
272603;0
272766;0
272780;0
272942;0
273086;0
273149;1
273519;0
273632;1
273714;1
273733;0
273756;0
273798;1
273876;0
273897;0
274205;1
274765;0
274843;1
274986;0
275283;1
275285;1
275415;1
275537;1
275566;1
275582;1
275619;0
275740;0
275950;0
276088;0
276399;1
276423;1
276426;0
276558;1
276677;0
276746;0
276773;0
276849;0
276916;0
276955;0
276963;0
277007;0
277198;1
277199;1
277343;0
277625;1
277675;0
277860;0
277974;0
278047;0
278137;1
278314;1
278404;1
278473;1
278543;0
278638;0
278934;0
279086;0
279131;0
279134;0
279300;1
279329;1
279488;0
279576;1
279643;0
279844;0
280028;1
280039;0
280294;1
280336;0
280360;0
280366;0
280429;1
280438;1
280734;0
281024;1
281159;1
281208;1
281398;0
281443;0
281495;1
281636;1
281782;0
281976;1
282252;1
282304;1
282428;0
282498;1
282562;1
282692;1
282696;0
282835;1
283135;1
283193;1
283422;0
283727;0
283762;1
283787;1
283921;0
283999;1
284007;0
284037;0
284102;1
284159;1
284250;0
284370;0
284394;1
284477;1
285050;0
285244;0
285273;0
285296;0
285465;0
285500;1
285758;1
285832;1
285873;0
285982;1
285989;1
286026;1
286117;0
286129;1
286168;1
286226;1
286306;0
286521;0
286668;1
286788;1
287009;1
287089;1
287137;1
287277;1
287496;1
287592;1
287713;0
287726;1
287736;1
287812;1
287818;1
287912;1
287949;0
287951;0
288054;0
288249;1
288321;0
288463;1
288526;0
288648;0
288651;1
288672;0
289012;1
289079;1
289198;1
289265;0
289345;0
289395;1
289775;0
289807;1
289824;0
289898;1
289910;1
289914;1
289960;0
290220;1
290598;1
290990;1
291025;0
291098;0
291240;1
291393;0
291482;1
291523;1
291582;0
291681;1
291707;1
291768;1
291855;1
291939;1
292075;1
292099;0
292163;0
292288;1
292332;0
292608;1
292690;0
293273;1
293330;1
293627;1
293664;1
293887;1
293892;0
294277;1
294371;1
294478;1
294550;1
294564;0
294595;1
294941;1
295140;1
295400;1
295444;1
295478;1
295762;1
296173;0
296296;0
296301;1
296709;0
296824;0
297022;1
297116;1
297163;1
297240;0
297370;1
297943;0
298256;0
298536;1
298855;1
298979;0
299097;1
299362;1
300094;1
300306;1
300379;1
300462;0
300571;1
300912;1
301036;1
301286;1
302049;1
302155;0
302311;1
302588;1
302716;0
302768;0
302875;0
302904;0
303487;1
303543;1
303556;1
303741;1
303993;0
304086;0
304656;0
304787;0
305056;0
305322;1
305329;1
305818;0
306305;0
306367;1
306368;1
306425;1
306428;1
307011;0
307426;0
307512;0
307627;1
307661;0
307851;1
307883;0
307941;1
308048;1
308052;0
308712;1
308978;0
309080;1
309185;0
309252;1
309302;0
309519;0
309684;0
310317;1
311737;0
312081;0
312116;1
312353;0
312709;1
313040;1
313084;1
313088;1
313314;1
313471;1
313568;0
313768;0
313983;0
314123;1
314216;0
314281;0
314408;0
314519;1
314577;0
314686;1
315018;0
315037;0
315498;1
316259;1
316286;0
316591;1
316680;0
316725;0
316836;1
316870;1
316921;0
316963;1
317653;0
317917;1
318422;0
318831;0
319140;1
319302;0
319666;1
319794;1
319867;1
319998;0
320213;0
320263;1
320401;0
320452;0
320701;1
320738;0
320909;0
320986;0
321143;1
321336;0
321539;0
321693;1
322038;0
322455;0
322803;0
323123;0
323376;0
323378;0
323601;1
323831;0
324003;1
324225;1
324375;0
324753;0
324973;0
325040;0
325263;1
325397;1
325556;1
325595;0
325917;1
325931;1
326114;1
326544;0
326595;0
326651;1
326809;1
326838;0
326935;1
326971;1
327298;1
327339;0
327405;1
327496;0
328124;1
328390;0
329834;0
329874;1
330003;0
330606;0
331055;0
331188;1
331392;0
331753;1
332294;1
332326;1
332533;1
332551;0
333110;0
333197;1
333235;1
333349;1
333421;0
333532;1
333708;1
333739;0
333918;1
333985;1
334294;0
334851;0
334910;0
334939;1
335041;1
335074;1
335075;0
335176;1
335329;1
335803;1
336063;1
336075;0
336535;0
336562;0
337008;0
337028;1
337288;1
337394;0
337496;0
338001;0
338093;0
338171;1
338626;1
338819;1
338836;1
339022;1
339076;0
339271;1
339575;0
339659;1
339798;1
339800;0
339894;1
340116;0
340184;0
340388;1
340585;0
340744;0
340803;1
340957;1
340986;1
341057;1
341534;1
341675;0
341723;0
341854;1
341883;0
341941;0
342072;1
342092;1
342102;0
342532;1
342890;1
343032;0
343166;0
343322;1
343756;0
343796;0
343841;1
343865;0
344024;0
344044;1
344356;1
344370;1
344373;0
344537;0
344625;0
344740;1
344902;1
344911;0
344914;1
345307;1
345660;1
345755;0
345860;1
345889;1
345940;1
346173;1
346322;1
346336;0
346470;1
346587;1
346600;0
346608;0
346893;1
347071;0
347401;1
347439;0
347565;0
347637;0
347644;1
347718;1
347785;0
348040;0
348137;0
348249;1
348277;0
348522;0
348616;1
348660;0
348687;1
349078;0
349208;1
349334;0
349419;0
349570;1
349753;0
349770;0
349950;0
350093;0
350304;1
350463;1
350768;0
350898;0
350926;0
351524;0
351562;1
351572;0
351654;0
351804;0
351931;0
352107;0
352163;1
352337;0
352353;0
352370;1
352508;0
353354;0
353431;0
353478;1
353607;1
353847;0
354015;0
354258;0
354456;0
354682;1
354773;0
354996;1
355022;0
355068;0
355438;1
355467;0
355479;1
356057;1
356299;1
356324;1
356357;0
356404;1
356482;1
356689;0
356901;1
356928;0
357029;1
357274;0
357658;1
358032;1
358244;0
358378;1
358453;1
358896;0
358946;0
359204;0
359362;0
359579;1
359615;0
359653;1
359698;1
359786;1
359810;0
360106;0
360272;0
360332;1
360464;0
360730;0
360941;0
361109;0
361345;0
361747;0
361850;1
361858;1
362076;1
362106;0
362333;0
362373;0
362473;1
362494;1
362500;0
362780;0
363024;0
363255;1
363294;0
363349;1
363371;1
363440;0
363451;0
363702;0
363711;1
363786;0
363896;1
364467;1
364833;0
364862;0
364925;0
365148;0
365184;0
365204;1
365333;1
365624;1
365635;0
365652;0
365853;1
365955;0
365976;0
366132;1
366160;1
366176;1
366177;1
366266;0
366663;1
366874;0
366897;0
366916;1
367805;1
367856;1
367975;0
368420;0
368424;1
368889;0
368930;1
368935;0
368980;0
369337;1
369603;1
369674;1
370020;0
370056;1
370124;1
370643;1
371026;1
371046;1
371207;0
371209;1
372228;1
372337;1
372391;1
372468;0
372918;1
373164;0
373751;1
373762;0
373968;1
374279;0
374389;1
374455;0
374604;1
375032;0
375264;1
375473;0
375629;1
376036;0
376047;0
376121;1
376183;0
376248;1
376332;1
376461;1
376503;1
376945;1
376995;0
377018;0
377175;0
377798;0
377996;1
378033;0
378075;1
378146;0
378239;0
378944;1
379129;1
379267;1
379287;0
379297;1
379564;1
380065;1
380340;1
380476;0
380693;1
380821;1
380832;0
381032;0
381219;1
381323;0
381580;1
381845;0
381999;0
382158;0
382354;0
382412;0
382535;0
382540;0
382659;0
382942;0
382955;1
383198;1
383244;1
383623;0
384382;0
384432;1
384502;1
384667;0
385079;0
385086;0
385182;1
385241;1
385303;0
385428;1
385685;1
385792;0
385987;1
386019;0
386261;0
386290;1
386357;1
386659;0
386794;0
386813;0
386952;0
387292;1
387336;1
387374;0
387426;1
387614;0
387749;0
387752;0
387843;0
388113;1
388181;1
388253;1
388273;1
388331;1
388347;1
388475;0
388845;0
389052;1
389512;1
389889;1
390255;0
390541;1
390698;0
390815;1
391046;1
391116;1
391217;0
391396;1
391650;0
392361;0
392421;0
392925;1
393546;1
393680;1
393738;0
393847;0
394383;1
394608;0
394736;1
394910;0
395210;0
395219;0
395489;0
395609;1
395762;0
395919;1
395953;1
395978;0
396005;0
396411;1
396485;1
396589;0
396950;0
396983;1
397018;1
397080;0
397294;0
397323;1
397469;1
397554;1
397590;1
397612;1
397627;1
397677;0
397728;0
398167;1
398283;1
398326;1
398484;1
398571;0
398660;0
398782;0
399285;1
399706;1
399801;0
399915;0
400104;0
400234;0
400421;1
400618;0
400857;1
400893;0
401197;1
401221;0
401369;1
401866;0
402135;0
402176;0
402410;1
402445;0
402454;0
402759;0
402870;1
402940;0
403490;0
403856;1
403956;1
404025;1
404128;0
404328;1
404337;0
404422;0
404625;1
404778;1
404937;0
405158;1
405185;1
405274;0
405381;1
405452;1
405763;1
406070;1
406621;1
406656;1
406770;0
406887;0
407373;1
407656;1
407703;1
407862;0
408073;0
408250;0
408317;0
408718;1
408831;0
409366;1
409531;0
409809;1
409877;1
409891;0
410208;1
410262;0
410368;1
410397;1
410443;1
410531;1
410662;1
410770;0
410891;1
410916;0
410987;0
410993;1
411217;1
411228;1
411253;1
411499;0
411508;0
411757;0
411886;1
412140;0
412309;1
412441;0
412705;0
412710;0
413021;0
413063;1
413104;1
413390;1
413415;1
413586;1
413602;1
413615;0
413622;1
413681;0
413989;0
414125;0
414308;0
414556;0
414667;1
414974;1
414986;0
415707;0
415920;1
417004;1
417063;0
417114;1
417189;1
417326;0
417453;1
417573;1
417605;0
417741;0
418027;1
418051;1
418116;1
418194;0
418354;0
418476;0
418490;1
418530;1
418628;0
418684;0
418759;1
418872;1
419625;0
419931;1
420028;1
420098;0
420153;0
420419;1
420584;1
421164;1
421276;1
421649;0
421751;1
421853;1
421860;1
422177;0
422296;0
422450;0
422663;1
422747;0
422883;0
423098;0
423130;0
423314;0
423396;0
423796;0
423866;1
424637;0
424909;0
424938;1
425026;0
425185;1
425497;1
425555;1
425590;1
425877;1
425945;0
426328;1
426682;0
426767;0
426990;0
427160;1
427576;0
427892;0
427900;1
428065;0
428285;0
428348;0
428418;0
428604;0
428713;0
428995;0
429212;1
429263;1
429895;0
429973;0
430158;1
430201;1
430206;1
430658;1
430783;0
430812;1
430814;0
431024;1
431351;1
431407;0
431558;1
431687;1
431756;0
431968;0
432085;0
432176;1
432392;0
432640;0
432679;1
432712;1
432876;1
432899;1
432943;1
433348;0
433479;1
433787;1
433825;0
433875;0
434361;0
434490;0
434528;1
434697;0
434763;1
434879;0
435066;0
435148;0
435241;1
435536;1
435728;0
435837;1
435843;1
435915;0
435949;1
436051;1
436140;0
436430;0
436679;1
436757;0
436789;1
437315;0
437752;0
437779;0
438066;1
438166;1
438254;0
438310;1
438348;0
438357;1
438548;1
438794;0
438866;0
439082;1
439132;1
439152;1
439315;0
439387;1
439522;1
439523;0
439527;0
440172;0
440509;1
440564;1
440969;0
440984;0
441475;1
441490;0
441526;0
441830;0
441857;1
442161;1
442818;1
442929;0
443002;0
443364;1
443780;1
444011;0
444035;1
444394;1
445029;0
445089;1
445479;0
445513;1
445787;1
445889;0
446176;0
446198;0
446269;1
447163;1
447183;1
447286;0
447461;0
447830;1
447841;0
448108;1
448216;1
448439;0
448604;1
448841;1
448861;1
448916;0
449228;0
449315;1
449418;0
449758;1
450109;0
450110;0
450123;1
450740;1
450783;0
450882;1
450911;0
451192;0
451264;1
451745;0
451767;1
451780;0
451927;1
452104;1
452181;1
452284;1
452378;1
452382;1
452629;1
452933;0
453011;0
453132;1
453378;1
453392;1
453449;0
453736;0
453923;1
453981;1
454176;0
454299;1
454503;1
455379;0
455584;0
455710;0
455830;1
455847;1
455919;0
456036;1
456083;1
456613;0
456617;1
456784;1
456788;1
456805;0
456869;0
457270;1
457621;0
458003;1
458097;1
458425;1
458826;1
458843;0
458975;1
459018;1
459081;1
459200;1
459319;1
459891;0
459923;0
460149;1
460587;0
460825;1
460932;1
461805;1
462228;1
462243;1
462273;0
462592;1
462768;0
463043;1
463151;1
463296;0
463349;1
463972;1
464677;1
464704;0
465014;0
465098;0
465150;1
465420;1
465632;0
465689;1
465775;0
466082;1
466141;1
466172;0
466193;0
466223;0
466631;0
466695;1
466876;0
467263;0
467425;0
467633;0
467668;0
467787;1
467799;1
467877;1
467922;0
467992;1
468135;0
468167;0
468198;0
468492;0
468914;1
469263;0
469305;1
469326;1
469603;1
469767;1
470114;0
470117;0
470419;0
470492;1
470792;1
471022;1
471182;1
471363;1
471454;0
471661;1
471683;1
472176;1
472520;0
473496;1
473522;1
473606;0
473988;0
474141;1
474199;0
474209;1
474466;1
474544;0
475106;0
475333;1
475532;0
475618;0
475649;0
475944;1
476355;1
476445;0
476625;1
476934;1
476957;1
477127;0
477130;0
477295;0
477836;0
477839;1
478232;1
478563;0
478783;0
478938;0
479236;1
479262;0
479274;1
479958;0
480085;1
480153;1
480408;1
480618;0
480754;0
480912;1
481443;1
481474;0
481857;1
481866;1
482096;1
482237;0
482439;1
482482;1
482533;1
482745;1
482921;1
483082;1
483392;1
483626;1
483905;1
483914;1
484139;1
484298;0
484376;0
485703;1
485720;0
485790;0
485801;0
486108;1
486154;0
486167;0
486191;0
486707;0
486936;1
486979;0
487635;0
487648;1
488053;1
488486;0
488569;1
488696;1
488706;0
488750;1
488755;0
489125;1
489199;0
489213;1
489487;1
489676;1
489767;1
489836;0
490092;0
490341;1
490782;0
491036;1
491660;0
491740;1
491822;1
492016;1
492222;0
492343;1
492534;0
492625;0
492837;0
492970;0
493209;1
493425;1
493671;0
493825;1
493881;1
493888;1
493945;0
493970;0
494079;1
494201;0
494295;1
494575;1
494667;0
494699;0
494863;0
495037;0
495139;0
495384;0
495464;0
495495;1
495512;1
495839;1
495840;1
495965;0
496197;0
496207;1
496405;1
496502;1
496538;1
496540;1
496902;0
497139;1
497282;1
497411;1
497473;1
497776;1
497822;1
498205;1
498219;1
498263;0
498331;1
498758;1
498773;0
499122;1
499429;1
499437;1
499927;0
500238;0
500492;1
500579;0
500736;1
501022;0
501128;1
501143;0
501499;0
501606;0
501664;1
501904;0
502131;0
502267;0
502281;1
502661;0
503438;0
503478;0
503611;1
503934;1
504104;1
504242;1
504307;1
504341;1
504375;1
504617;0
504639;1
504931;1
504969;0
505074;0
505538;0
506146;1
506785;0
507235;0
507268;0
507336;0
507782;0
508290;0
508314;0
508367;0
508552;0
508657;0
509082;0
509154;0
509497;1
509877;0
510022;0
510030;1
510032;1
510436;1
510611;1
510790;1
510867;0
510953;0
511270;0
511369;0
511859;1
512221;0
512519;0
512703;0
512889;1
513628;1
513755;0
513895;1
513937;1
514011;1
514087;0
514428;1
514584;0
514776;0
515066;0
515472;0
515783;0
516007;1
516451;1
516499;1
516918;0
516975;0
517412;1
517875;1
518339;0
518794;0
519093;0
519744;1
519771;1
520023;1
520408;0
520418;0
520810;0
520846;1
521300;0
521311;1
521360;0
521639;0
521650;0
521840;0
521851;1
522603;1
522854;1
522924;0
522954;0
522959;1
523125;0
523508;1
523685;1
523864;1
524258;0
524344;1
524830;1
525231;0
525566;1
525696;1
526009;1
526241;0
526368;1
526515;0
526948;0
527317;1
527691;0
528399;0
528514;1
528624;1
528814;0
528816;1
529328;0
529456;1
529539;1
529608;0
529855;0
530122;0
530165;1
530473;1
530586;0
530800;0
530857;1
531014;1
531634;0
531736;0
532098;0
532388;0
532573;1
532692;1
532791;1
532811;0
533084;0
533152;0
533196;0
533308;0
534041;0
534177;0
534830;0
534944;1
535221;1
536045;1
536083;1
536252;0
536439;0
536493;1
536569;1
536715;1
536936;0
536939;1
537260;0
537712;1
537797;0
538102;1
538346;0
538458;1
538928;1
538977;0
539034;0
539072;1
539112;0
539204;0
539286;0
539325;0
539969;1
540047;0
540180;1
540205;0
540335;1
540545;0
540617;0
540977;1
541333;0
541567;0
541578;1
541642;1
541685;1
541826;0
541861;1
541924;1
542206;0
542631;1
542643;0
542698;1
543196;1
543761;0
543804;1
543843;0
544808;1
544829;1
544886;1
545047;1
545237;0
545334;0
545644;1
545733;0
545749;1
545890;1
545967;1
546212;0
546368;0
546425;1
546439;1
546500;0
546729;0
546777;1
546805;1
546986;0
547181;1
547236;0
547330;1
547567;0
547603;1
547673;0
547909;0
547927;1
548345;1
548507;1
548645;1
548794;1
548869;1
549010;1
549036;0
549128;1
549255;0
549413;0
549761;1
550988;1
551035;0
551058;1
551073;1
551157;0
551227;0
551365;1
551398;0
551599;1
551825;1
552227;1
553029;0
553216;0
553580;1
553622;1
553951;1
554490;1
554777;0
555032;1
555073;1
555075;1
555746;0
555760;0
555828;1
555891;0
555913;1
556337;1
556708;0
557126;1
557353;0
557651;0
557664;1
557668;1
557797;1
557923;1
557965;0
558273;1
558460;0
558789;0
558960;0
559287;0
559362;1
559726;0
560072;1
560163;1
560270;1
560650;0
561061;0
561268;1
561421;0
561578;1
561993;0
562219;1
562475;1
562865;1
563029;0
563129;0
563618;0
563687;0
563824;0
564062;1
564511;1
564680;0
564990;1
565215;1
565422;1
565436;0
565848;1
566843;0
567057;1
567929;1
568099;0
568170;1
568456;0
569517;0
569590;0
569645;1
570153;0
570223;1
570408;1
570440;1
570488;1
570770;0
570866;0
571040;1
571144;0
571431;0
571461;0
571487;1
571938;0
572256;1
572633;1
572905;1
573494;0
573779;1
573956;0
574021;1
574400;0
574420;0
574617;1
574618;0
574978;1
575182;1
575421;1
575672;0
576466;1
576535;1
576706;1
576907;1
577066;1
577151;0
577832;1
577978;1
578022;0
578041;0
578145;0
578224;0
578231;1
578739;1
578805;0
578845;1
579013;0
579495;1
579519;1
580323;0
580345;0
580376;0
580578;0
580602;1
580626;0
581631;1
581642;1
581718;1
581805;0
582187;0
582213;1
582499;0
582540;1
582556;1
583115;0
583881;0
583940;0
584098;0
584302;0
584452;0
584638;1
584717;1
584765;1
585133;0
585187;0
585259;1
585377;1
585743;1
585856;1
585894;0
586175;0
586220;0
586320;1
586504;0
586878;1
586884;0
586915;1
586984;1
587237;1
587238;1
587510;0
588340;1
588511;0
588542;0
588662;1
588793;0
588891;1
589161;0
589366;0
589626;0
589667;1
589670;1
589745;1
590103;0
590133;1
590216;1
590299;0
590331;0
590408;1
590422;1
591322;1
591365;1
591736;1
591800;0
592063;1
592357;1
592734;0
592944;1
593151;0
594024;1
594556;1
594634;0
595060;1
595101;0
595136;1
595192;1
595385;0
595496;0
595527;0
595764;0
596020;1
596032;0
596091;1
597099;1
597608;1
597800;0
597866;0
597868;1
597926;1
598707;0
598712;0
599264;0
599652;0
599673;1
599793;0
600076;0
600269;1
600291;1
600731;1
601657;1
601670;1
601693;0
601711;0
601940;1
602067;1
602084;1
602389;1
602641;0
602886;0
603066;0
603184;1
603210;0
603214;1
603440;0
604293;0
604375;1
604395;1
604548;0
604913;1
605180;0
605594;0
606162;1
606319;1
606758;1
607084;0
607269;1
607929;0
608047;0
608267;1
608382;0
608575;1
608757;0
608765;1
608770;1
608921;0
609368;0
609526;1
609724;0
609885;1
610246;0
610725;0
611239;1
611300;1
611545;1
611649;0
611803;1
611957;1
612081;1
612243;1
612313;0
612428;0
612437;1
612841;1
612853;1
612944;0
612950;0
613492;1
613846;1
614080;0
614368;1
614762;0
615206;1
615236;1
615449;0
615513;1
615630;1
615780;0
615781;1
615958;1
615979;1
616675;0
616980;1
617083;1
617315;0
617346;1
617364;1
617514;0
617819;0
618280;0
618306;1
618454;0
619198;0
619832;1
619847;1
620654;0
621082;1
621105;0
621393;0
621507;1
621691;0
622006;0
622013;1
622049;1
622565;0
622566;0
622980;0
623274;1
623410;0
623460;0
623500;0
623643;0
624265;1
624425;1
624957;1
625709;1
625773;1
625835;0
626108;0
626132;0
626805;1
627240;1
627347;1
627472;0
628269;1
628351;1
628450;0
628882;0
628943;0
628963;1
629087;1
629141;0
629266;0
629476;1
630552;1
630876;0
630890;0
630931;0
631003;0
631474;1
631653;1
631951;0
632461;1
632479;1
632632;0
633430;0
633894;1
633957;0
634060;1
634131;1
634857;0
634958;1
634959;1
635055;0
635177;1
635245;0
635833;0
636017;1
636247;1
636294;1
636375;1
636613;0
636869;1
637159;1
637312;0
637719;1
638103;1
638130;0
638401;1
638539;1
638635;0
638744;1
639109;0
639184;0
639209;1
639632;1
639712;0
639713;0
640610;1
640944;1
641051;0
641120;1
641429;1
641557;1
641855;1
641874;0
641982;0
642015;0
642057;0
642069;1
642297;1
642346;0
642378;0
642821;1
643233;1
643493;1
643560;1
644580;0
644648;0
644835;1
645293;1
646267;1
646330;1
646346;0
646424;1
646649;1
647628;1
647890;1
647983;1
648399;0
649048;0
649172;1
649316;0
649422;1
649601;0
650317;0
650350;0
650482;1
650701;1
650772;0
650796;0
651165;0
651216;0
651747;1
652202;0
652365;0
652442;0
652578;1
652726;0
652826;1
652861;1
653337;1
653373;1
654397;1
654616;1
654658;1
654834;1
655015;0
655267;0
655352;1
655537;1
655763;1
656052;1
656758;1
657252;1
657869;1
658671;1
659240;0
660030;1
660152;0
660543;1
661020;1
661385;0
661713;0
661968;1
661969;1
662203;0
662653;0
662792;1
662799;1
663336;0
663516;1
663711;1
663836;1
663932;0
664043;1
664060;1
664075;1
664180;1
664586;0
665856;1
665892;1
665947;1
666255;1
666332;1
666822;1
667169;0
667456;1
667790;0
667810;0
667872;0
668472;1
668730;1
668998;1
669076;1
669111;0
669360;0
669363;0
669412;0
669593;0
669685;1
669902;0
670240;0
670369;0
670499;0
670700;0
671109;1
671154;0
671164;0
671847;1
671942;0
672114;0
672202;1
672359;0
672374;1
672379;1
672394;0
672503;0
672786;1
672968;0
673106;0
673498;0
673601;0
673905;0
674028;0
674459;0
675053;1
675173;0
675576;1
675827;1
676607;1
676943;0
677405;1
677616;0
677792;1
677795;1
677957;1
678066;1
678156;1
678447;0
678692;1
678980;1
679729;0
679913;1
680386;1
680459;1
680614;1
680681;1
680814;0
680863;0
681151;1
681224;0
681825;1
681950;1
682141;1
682166;0
682257;1
682714;0
682823;1
683212;0
683492;0
683986;1
684093;0
684198;1
685164;1
685340;1
685572;1
686397;0
686770;1
686835;1
687494;0
687745;1
688410;1
688458;0
688533;0
688845;1
689264;1
689342;1
689505;0
690236;1
690283;1
690373;0
690534;1
691647;1
691664;0
691901;1
691956;0
692063;0
692070;1
692164;0
692570;1
692679;0
692780;1
693094;0
693246;1
693621;1
693789;0
694204;0
694352;0
694613;0
695243;1
695275;1
695332;1
695447;0
695483;1
696349;1
696848;0
697031;1
697248;0
697278;0
697832;1
697972;1
698110;0
698656;1
698950;0
699066;1
699263;0
699295;0
699353;1
699737;0
700108;1
700295;0
700479;1
700598;1
700777;0
701591;0
702016;0
702116;0
702120;1
702162;1
702278;0
702516;1
702623;0
702715;0
703052;1
703247;1
703583;0
